Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	FORWARD	DPOP	ONLINE	10	60.0	10
0	3958	0	54250	FORWARD	DPOP	ONLINE	10	60.0	10
1	4268	0	54400	FORWARD	DPOP	ONLINE	10	60.0	10
2	4348	0	54090	FORWARD	DPOP	ONLINE	10	60.0	10
3	4414	0	54060	FORWARD	DPOP	ONLINE	10	60.0	10
4	4406	0	54120	FORWARD	DPOP	ONLINE	10	60.0	10
5	4410	0	54330	FORWARD	DPOP	ONLINE	10	60.0	10
6	4502	0	54120	FORWARD	DPOP	ONLINE	10	60.0	10
7	4492	0	54650	FORWARD	DPOP	ONLINE	10	60.0	10
8	4284	0	54330	FORWARD	DPOP	ONLINE	10	60.0	10
9	4246	0	54050	FORWARD	DPOP	ONLINE	10	60.0	10
10	4220	0	54280	FORWARD	DPOP	ONLINE	10	60.0	10
