Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	DPOP	ONLINE	10	4.0	10
0	4418	0	52310	HYBRID	DPOP	ONLINE	10	4.0	10
1	4772	56	52960	HYBRID	DPOP	ONLINE	10	4.0	10
2	4680	8	52010	HYBRID	DPOP	ONLINE	10	4.0	10
3	4646	16	51850	HYBRID	DPOP	ONLINE	10	4.0	10
4	4534	8	52350	HYBRID	DPOP	ONLINE	10	4.0	10
5	4546	16	52190	HYBRID	DPOP	ONLINE	10	4.0	10
6	4516	0	52060	HYBRID	DPOP	ONLINE	10	4.0	10
7	4700	0	52480	HYBRID	DPOP	ONLINE	10	4.0	10
8	4508	0	52190	HYBRID	DPOP	ONLINE	10	4.0	10
9	4501.4	0	52400	HYBRID	DPOP	ONLINE	10	4.0	10
10	4628	0	52320	HYBRID	DPOP	ONLINE	10	4.0	10
