Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	-∞	0	0	REACT	DPOP	ONLINE	10	0.0	10
0	4444	0	1860	REACT	DPOP	ONLINE	10	0.0	10
1	4479.4	0	1820	REACT	DPOP	ONLINE	10	0.0	10
2	4426.6	0	1820	REACT	DPOP	ONLINE	10	0.0	10
3	4349.4	0	1810	REACT	DPOP	ONLINE	10	0.0	10
4	4408	0	1810	REACT	DPOP	ONLINE	10	0.0	10
5	4536.4	0	1790	REACT	DPOP	ONLINE	10	0.0	10
6	4366	0	1750	REACT	DPOP	ONLINE	10	0.0	10
7	4412	0	1850	REACT	DPOP	ONLINE	10	0.0	10
8	4394	0	1780	REACT	DPOP	ONLINE	10	0.0	10
9	4481.4	0	1810	REACT	DPOP	ONLINE	10	0.0	10
10	4448	0	1790	REACT	DPOP	ONLINE	10	0.0	10
