Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	MGM	ONLINE	10	2.0	10
0	4414.6	0	1200	HYBRID	MGM	ONLINE	10	2.0	10
1	4368	20	0	HYBRID	MGM	ONLINE	10	2.0	10
2	4328	40	0	HYBRID	MGM	ONLINE	10	2.0	10
3	4470.6	20	10	HYBRID	MGM	ONLINE	10	2.0	10
4	4432	36	10	HYBRID	MGM	ONLINE	10	2.0	10
5	4338.6	40	10	HYBRID	MGM	ONLINE	10	2.0	10
6	4352	16	0	HYBRID	MGM	ONLINE	10	2.0	10
7	4244.8	36	0	HYBRID	MGM	ONLINE	10	2.0	10
8	4486	24	10	HYBRID	MGM	ONLINE	10	2.0	10
9	4398	32	0	HYBRID	MGM	ONLINE	10	2.0	10
10	4162.8	36	0	HYBRID	MGM	ONLINE	10	2.0	10
