Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	DPOP	ONLINE	10	20.0	10
0	4234	0	270	HYBRID	DPOP	ONLINE	10	20.0	10
1	4446.6	0	180	HYBRID	DPOP	ONLINE	10	20.0	10
2	4229.8	0	210	HYBRID	DPOP	ONLINE	10	20.0	10
3	4548.6	0	210	HYBRID	DPOP	ONLINE	10	20.0	10
4	4450	0	180	HYBRID	DPOP	ONLINE	10	20.0	10
5	4750.6	0	220	HYBRID	DPOP	ONLINE	10	20.0	10
6	4385.8	0	190	HYBRID	DPOP	ONLINE	10	20.0	10
7	4428	0	170	HYBRID	DPOP	ONLINE	10	20.0	10
8	4350.4	0	200	HYBRID	DPOP	ONLINE	10	20.0	10
9	4436	0	190	HYBRID	DPOP	ONLINE	10	20.0	10
10	4406	0	190	HYBRID	DPOP	ONLINE	10	20.0	10
