Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	DPOP	ONLINE	10	6.0	10
0	4604	0	4690	HYBRID	DPOP	ONLINE	10	6.0	10
1	4716	0	4460	HYBRID	DPOP	ONLINE	10	6.0	10
2	4719.6	0	4530	HYBRID	DPOP	ONLINE	10	6.0	10
3	4301.6	0	4450	HYBRID	DPOP	ONLINE	10	6.0	10
4	4718	0	4570	HYBRID	DPOP	ONLINE	10	6.0	10
5	4515	0	4490	HYBRID	DPOP	ONLINE	10	6.0	10
6	4790	0	4450	HYBRID	DPOP	ONLINE	10	6.0	10
7	4322	0	4460	HYBRID	DPOP	ONLINE	10	6.0	10
8	4696	0	4470	HYBRID	DPOP	ONLINE	10	6.0	10
9	4608	0	4500	HYBRID	DPOP	ONLINE	10	6.0	10
10	4632	0	4480	HYBRID	DPOP	ONLINE	10	6.0	10
