,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,-1078393.3066666652,-1228517.0399999986,-1378640.773333332,-1528764.5066666652,-1678888.2399999986,-1829011.973333332,-1979135.7066666659,-2129259.439999999,-2279383.1733333324,-2429506.9066666653,-2579630.6399999987,-2729754.373333332,-2879878.106666665,-3030001.8399999985,-3180125.573333332,-3330249.3066666652,-3480373.0399999986,-3630496.773333332,-3780620.5066666654,-3930744.239999999,-4080867.9733333318
2,-577356.7333333313,-704768.7333333308,-832180.7333333308,-959592.7333333308,-1087004.7333333313,-1214416.7333333313,-1341828.7333333318,-1469240.7333333318,-1596652.7333333318,-1724064.7333333318,-1851476.7333333318,-1978888.7333333313,-2106300.7333333315,-2233712.7333333315,-2361124.7333333325,-2488536.7333333325,-2615948.7333333325,-2743360.7333333315,-2870772.7333333315,-2998184.73333333,-3125596.73333333
4,-233332.06666666418,-340768.26666666416,-448204.4666666642,-555640.6666666642,-663076.8666666641,-770513.0666666642,-877949.2666666646,-985385.4666666647,-1092821.6666666646,-1200257.866666665,-1307694.0666666653,-1415130.2666666647,-1522566.4666666647,-1630002.6666666646,-1737438.8666666658,-1844875.0666666657,-1952311.2666666657,-2059747.4666666647,-2167183.6666666646,-2274619.866666665,-2382056.0666666646
6,267247.9066666688,183515.97333333542,99784.04000000209,16052.106666668753,-67679.82666666458,-151411.7599999979,-235143.69333333176,-318875.6266666651,-402607.5599999984,-486339.4933333307,-570071.4266666636,-653803.3599999964,-737535.2933333297,-821267.2266666641,-904999.1599999984,-988731.0933333318,-1072463.026666665,-1156194.9599999965,-1239926.8933333298,-1323658.8266666632,-1407390.7599999965
8,812408.4533333351,755705.4533333351,699002.4533333351,642299.4533333351,585596.4533333351,528893.4533333356,472190.4533333351,415487.4533333351,358784.4533333351,302081.45333333465,245378.45333333462,188675.4533333351,131972.4533333351,75269.45333333513,18566.453333334128,-38136.54666666587,-94839.54666666588,-151542.5466666639,-208245.5466666639,-264948.5466666639,-321651.5466666639
10,1122354.7866666685,1082068.7200000023,1041782.6533333356,1001496.586666669,961210.5200000022,920924.4533333356,880638.3866666685,840352.3200000018,800066.2533333352,759780.1866666675,719494.1200000013,679208.0533333351,638921.9866666684,598635.9200000007,558349.8533333332,518063.78666666645,477777.7199999998,437491.65333333414,397205.5866666675,356919.5200000008,316633.4533333341
