,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000,4100,4200,4300,4400,4500,4600,4700,4800,4900,5000
0,179407752.8,179196444.8,178985136.8,178773828.8,178562520.8,178351212.8,178139904.8,177928596.8,177717288.8,177505980.8,177294672.8,177083364.8,176872056.8,176660748.8,176449440.8,176238132.8,176026824.8,175815516.8,175604208.8,175392900.8,175181592.8
2,178973479.8,178748171.8,178522863.8,178297555.8,178072247.8,177846939.8,177621631.8,177396323.8,177171015.8,176945707.8,176720399.8,176495091.8,176269783.8,176044475.8,175819167.8,175593859.8,175368551.8,175143243.8,174917935.8,174692627.8,174467319.8
4,178437787.0,178230879.0,178023971.0,177817063.0,177610155.0,177403247.0,177196339.0,176989431.0,176782523.0,176575615.0,176368707.0,176161799.0,175954891.0,175747983.0,175541075.0,175334167.0,175127259.0,174920351.0,174713443.0,174506535.0,174299627.0
6,180613643.0,180425135.0,180236627.0,180048119.0,179859611.0,179671103.0,179482595.0,179294087.0,179105579.0,178917071.0,178728563.0,178540055.0,178351547.0,178163039.0,177974531.0,177786023.0,177597515.0,177409007.0,177220499.0,177031991.0,176843483.0
8,184583932.6,184525032.6,184466132.6,184407232.6,184348332.6,184289432.6,184230532.6,184171632.6,184112732.6,184053832.6,183994932.6,183936032.6,183877132.6,183818232.6,183759332.6,183700432.6,183641532.6,183582632.6,183523732.6,183464832.6,183405932.6
10,182370488.6,182331988.6,182293488.6,182254988.6,182216488.6,182177988.6,182139488.6,182100988.6,182062488.6,182023988.6,181985488.6,181946988.6,181908488.6,181869988.6,181831488.6,181792988.6,181754488.6,181715988.6,181677488.6,181638988.6,181600488.6
