,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,178435752.8,178192044.8,177948336.8,177704628.8,177460920.8,177217212.8,176973504.8,176729796.8,176486088.8,176242380.8,175998672.8
2,178973479.8,178748171.8,178522863.8,178297555.8,178072247.8,177846939.8,177621631.8,177396323.8,177171015.8,176945707.8,176720399.8
4,178437787.0,178230879.0,178023971.0,177817063.0,177610155.0,177403247.0,177196339.0,176989431.0,176782523.0,176575615.0,176368707.0
6,185340683.0,185309743.0,185278803.0,185247863.0,185216923.0,185185983.0,185155043.0,185124103.0,185093163.0,185062223.0,185031283.0
8,185250532.6,185213852.6,185177172.6,185140492.6,185103812.6,185067132.6,185030452.6,184993772.6,184957092.6,184920412.6,184883732.6
10,179698088.6,179570508.6,179442928.6,179315348.6,179187768.6,179060188.6,178932608.6,178805028.6,178677448.6,178549868.6,178422288.6
