,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,-330000.0,-346500.0,-363000.0,-379500.0,-396000.0,-412500.0,-429000.0,-445500.0,-462000.0,-478500.0,-495000.0,-511500.0,-528000.0,-544500.0,-561000.0,-577500.0,-594000.0,-610500.0,-627000.0,-643500.0,-660000.0
2,-542152.0,-568900.0,-595648.0,-622396.0,-649144.0,-675892.0,-702640.0,-729388.0,-756136.0,-782884.0,-809632.0,-836380.0,-863128.0,-889876.0,-916624.0,-943372.0,-970120.0,-996868.0,-1023616.0,-1050364.0,-1077112.0
4,8982.0,9362.0,9742.0,10122.0,10502.0,10882.0,11262.0,11642.0,12022.0,12402.0,12782.0,13162.0,13542.0,13922.0,14302.0,14682.0,15062.0,15442.0,15822.0,16202.0,16582.0
6,135380.0,142380.0,149380.0,156380.0,163380.0,170380.0,177380.0,184380.0,191380.0,198380.0,205380.0,212380.0,219380.0,226380.0,233380.0,240380.0,247380.0,254380.0,261380.0,268380.0,275380.0
8,446680.0,468960.0,491240.0,513520.0,535800.0,558080.0,580360.0,602640.0,624920.0,647200.0,669480.0,691760.0,714040.0,736320.0,758600.0,780880.0,803160.0,825440.0,847720.0,870000.0,892280.0
10,797544.0,837324.0,877104.0,916884.0,956664.0,996444.0,1036224.0,1076004.0,1115784.0,1155564.0,1195344.0,1235124.0,1274904.0,1314684.0,1354464.0,1394244.0,1434024.0,1473804.0,1513584.0,1553364.0,1593144.0
