,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,181520832.8,181309524.8,181098216.8,180886908.8,180675600.8,180464292.8,180252984.8,180041676.8,179830368.8,179619060.8,179407752.8,179196444.8,178985136.8,178773828.8,178562520.8,178351212.8,178139904.8,177928596.8,177717288.8,177505980.8,177294672.8
2,181226559.8,181001251.8,180775943.8,180550635.8,180325327.8,180100019.8,179874711.8,179649403.8,179424095.8,179198787.8,178973479.8,178748171.8,178522863.8,178297555.8,178072247.8,177846939.8,177621631.8,177396323.8,177171015.8,176945707.8,176720399.8
4,180506867.0,180299959.0,180093051.0,179886143.0,179679235.0,179472327.0,179265419.0,179058511.0,178851603.0,178644695.0,178437787.0,178230879.0,178023971.0,177817063.0,177610155.0,177403247.0,177196339.0,176989431.0,176782523.0,176575615.0,176368707.0
6,182498723.0,182310215.0,182121707.0,181933199.0,181744691.0,181556183.0,181367675.0,181179167.0,180990659.0,180802151.0,180613643.0,180425135.0,180236627.0,180048119.0,179859611.0,179671103.0,179482595.0,179294087.0,179105579.0,178917071.0,178728563.0
8,185172932.6,185114032.6,185055132.6,184996232.6,184937332.6,184878432.6,184819532.6,184760632.6,184701732.6,184642832.6,184583932.6,184525032.6,184466132.6,184407232.6,184348332.6,184289432.6,184230532.6,184171632.6,184112732.6,184053832.6,183994932.6
10,182755488.6,182716988.6,182678488.6,182639988.6,182601488.6,182562988.6,182524488.6,182485988.6,182447488.6,182408988.6,182370488.6,182331988.6,182293488.6,182254988.6,182216488.6,182177988.6,182139488.6,182100988.6,182062488.6,182023988.6,181985488.6
