,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,-2827980.5600000005,-2969388.7600000002,-3110796.9600000004,-3252205.1600000006,-3393613.3600000003,-3535021.5600000005,-3676429.7600000002,-3817837.9600000004,-3959246.1600000006,-4100654.3600000003,-4242062.5600000005,-4383470.760000001,-4524878.96,-4666287.159999999,-4807695.359999999,-4949103.56,-5090511.76,-5231919.959999999,-5373328.159999999,-5514736.359999999,-5656144.56
2,-2747435.466666667,-2884806.8,-3022178.1333333333,-3159549.466666667,-3296920.8,-3434292.1333333333,-3571663.466666667,-3709034.8,-3846406.1333333333,-3983777.466666667,-4121148.8,-4258520.133333334,-4395891.466666667,-4533262.8,-4670634.133333334,-4808005.466666667,-4945376.8,-5082748.133333334,-5220119.466666667,-5357490.8,-5494862.133333334
4,-2451168.2066666665,-2573765.8066666666,-2696363.4066666667,-2818961.006666667,-2941558.606666667,-3064156.2066666665,-3186753.8066666666,-3309351.4066666667,-3431949.006666667,-3554546.606666667,-3677144.2066666665,-3799741.8066666666,-3922339.4066666667,-4044937.0066666664,-4167534.6066666665,-4290132.206666666,-4412729.806666667,-4535327.406666666,-4657925.006666666,-4780522.606666666,-4903120.206666666
6,-2458635.68,-2581562.2133333334,-2704488.746666667,-2827415.2800000003,-2950341.8133333335,-3073268.3466666667,-3196194.8800000004,-3319121.4133333336,-3442047.946666667,-3564974.48,-3687901.0133333337,-3810827.546666667,-3933754.08,-4056680.6133333337,-4179607.146666666,-4302533.679999999,-4425460.213333333,-4548386.746666666,-4671313.279999999,-4794239.813333333,-4917166.346666666
8,-2115086.786666667,-2220877.686666667,-2326668.5866666674,-2432459.4866666673,-2538250.3866666676,-2644041.2866666676,-2749832.186666667,-2855623.086666667,-2961413.986666667,-3067204.886666667,-3172995.786666667,-3278786.6866666675,-3384577.5866666674,-3490368.4866666673,-3596159.3866666676,-3701950.2866666676,-3807741.1866666675,-3913532.0866666674,-4019322.9866666673,-4125113.8866666663,-4230904.786666666
10,-1779308.8733333335,-1868254.2066666668,-1957199.54,-2046144.8733333335,-2135090.2066666665,-2224035.54,-2312980.8733333335,-2401926.2066666665,-2490871.54,-2579816.8733333335,-2668762.206666666,-2757707.5399999996,-2846652.873333333,-2935598.206666666,-3024543.5399999996,-3113488.873333333,-3202434.2066666675,-3291379.5400000005,-3380324.873333334,-3469270.2066666675,-3558215.5400000005
