,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,-931239.973333332,-1074006.0399999986,-1216772.1066666653,-1359538.173333332,-1502304.2399999986,-1645070.3066666652,-1787836.3733333328,-1930602.4399999997,-2073368.5066666664,-2216134.5733333323,-2358900.639999999,-2501666.706666665,-2644432.773333332,-2787198.8399999985,-2929964.9066666663,-3072730.973333333,-3215497.0399999996,-3358263.106666665,-3501029.173333332,-3643795.239999999,-3786561.3066666652
2,-524614.0666666647,-649388.9333333309,-774163.7999999975,-898938.6666666642,-1023713.5333333313,-1148488.399999998,-1273263.2666666657,-1398038.1333333324,-1522812.999999999,-1647587.866666665,-1772362.7333333318,-1897137.599999998,-2021912.4666666647,-2146687.333333331,-2271462.199999999,-2396237.0666666655,-2521011.933333332,-2645786.799999998,-2770561.6666666646,-2895336.5333333304,-3020111.399999997
4,-231641.39999999752,-338993.0666666642,-446344.73333333083,-553696.3999999975,-661048.0666666642,-768399.7333333308,-875751.399999998,-983103.0666666647,-1090454.7333333313,-1197806.3999999985,-1305158.0666666653,-1412509.7333333313,-1519861.399999998,-1627213.0666666648,-1734564.7333333322,-1841916.399999999,-1949268.0666666657,-2056619.7333333313,-2163971.399999998,-2271323.0666666646,-2378674.7333333315
6,348298.5733333354,268619.17333333544,188939.7733333354,109260.37333333542,29580.97333333542,-50098.42666666458,-129777.82666666507,-209457.22666666508,-289136.6266666651,-368816.0266666641,-448495.4266666636,-528174.826666663,-607854.2266666631,-687533.626666664,-767213.0266666651,-846892.4266666651,-926571.826666665,-1006251.2266666631,-1085930.626666663,-1165610.0266666631,-1245289.426666663
8,657653.7866666685,593213.0533333351,528772.3200000018,464331.5866666685,399890.85333333514,335450.12000000227,271009.38666666846,206568.65333333513,142127.9200000018,77687.18666666796,13246.453333334624,-51194.27999999821,-115635.01333333155,-180075.74666666487,-244516.4799999992,-308957.21333333256,-373397.9466666659,-437838.6799999972,-502279.41333333054,-566720.1466666639,-631160.8799999972
10,905461.4533333351,854330.7200000023,803199.9866666689,752069.2533333356,700938.5200000022,649807.786666669,598677.0533333351,547546.3200000018,496415.5866666685,445284.85333333415,394154.1200000013,343023.38666666846,291892.6533333351,240761.9200000008,189631.18666666647,138500.45333333313,87369.7199999998,36238.986666667464,-14891.746666665871,-66022.47999999921,-117153.21333333253
