,3000,3100,3200,3300,3400,3500,3600,3700,3800,3900,4000
0,170452.0,176004.0,181556.0,187108.0,192660.0,198212.0,203764.0,209316.0,214868.0,220420.0,225972.0
2,-347812.0,-359392.0,-370972.0,-382552.0,-394132.0,-405712.0,-417292.0,-428872.0,-440452.0,-452032.0,-463612.0
4,4934.0,5166.0,5398.0,5630.0,5862.0,6094.0,6326.0,6558.0,6790.0,7022.0,7254.0
6,298084.0,308516.0,318948.0,329380.0,339812.0,350244.0,360676.0,371108.0,381540.0,391972.0,402404.0
8,1191480.0,1231160.0,1270840.0,1310520.0,1350200.0,1389880.0,1429560.0,1469240.0,1508920.0,1548600.0,1588280.0
10,2884774.0,2980958.0,3077142.0,3173326.0,3269510.0,3365694.0,3461878.0,3558062.0,3654246.0,3750430.0,3846614.0
