Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	-∞	0	0	REACT	MGM	ONLINE	10	8.0	10
0	4223.4	-∞	1000	REACT	MGM	ONLINE	10	8.0	10
1	4440	144	0	REACT	MGM	ONLINE	10	8.0	10
2	4314.8	112	10	REACT	MGM	ONLINE	10	8.0	10
3	4670.8	160	0	REACT	MGM	ONLINE	10	8.0	10
4	4358.8	112	0	REACT	MGM	ONLINE	10	8.0	10
5	4716.6	64	0	REACT	MGM	ONLINE	10	8.0	10
6	4803.6	64	10	REACT	MGM	ONLINE	10	8.0	10
7	4466	144	10	REACT	MGM	ONLINE	10	8.0	10
8	4583.8	144	0	REACT	MGM	ONLINE	10	8.0	10
9	4648	64	0	REACT	MGM	ONLINE	10	8.0	10
10	4646	80	0	REACT	MGM	ONLINE	10	8.0	10
