Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	3508	0	0	REACT	DPOP	ONLINE	10	20.0	10
0	4938	320	4760	REACT	DPOP	ONLINE	10	20.0	10
1	4941	240	4650	REACT	DPOP	ONLINE	10	20.0	10
2	4595.6	240	4620	REACT	DPOP	ONLINE	10	20.0	10
3	4717	240	4670	REACT	DPOP	ONLINE	10	20.0	10
4	4696	320	4580	REACT	DPOP	ONLINE	10	20.0	10
5	4670	360	4600	REACT	DPOP	ONLINE	10	20.0	10
6	4700	360	4680	REACT	DPOP	ONLINE	10	20.0	10
7	4764	360	4640	REACT	DPOP	ONLINE	10	20.0	10
8	4848	360	4540	REACT	DPOP	ONLINE	10	20.0	10
9	4680.2	120	4540	REACT	DPOP	ONLINE	10	20.0	10
10	4774.2	240	4620	REACT	DPOP	ONLINE	10	20.0	10
