Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	FORWARD	MGM	ONLINE	10	2.0	10
0	-∞	0	1220	FORWARD	MGM	ONLINE	10	2.0	10
1	-∞	36	0	FORWARD	MGM	ONLINE	10	2.0	10
2	364.52	36	0	FORWARD	MGM	ONLINE	10	2.0	10
3	-∞	28	10	FORWARD	MGM	ONLINE	10	2.0	10
4	-∞	36	0	FORWARD	MGM	ONLINE	10	2.0	10
5	-∞	40	0	FORWARD	MGM	ONLINE	10	2.0	10
6	-∞	24	0	FORWARD	MGM	ONLINE	10	2.0	10
7	-∞	32	0	FORWARD	MGM	ONLINE	10	2.0	10
8	-∞	24	0	FORWARD	MGM	ONLINE	10	2.0	10
9	-∞	32	10	FORWARD	MGM	ONLINE	10	2.0	10
10	396.81	28	0	FORWARD	MGM	ONLINE	10	2.0	10
