Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	0	0	0	HYBRID	MGM	ONLINE	10	8.0	10
0	-∞	0	1140	HYBRID	MGM	ONLINE	10	8.0	10
1	-∞	128	10	HYBRID	MGM	ONLINE	10	8.0	10
2	-∞	112	0	HYBRID	MGM	ONLINE	10	8.0	10
3	-∞	160	0	HYBRID	MGM	ONLINE	10	8.0	10
4	-∞	80	0	HYBRID	MGM	ONLINE	10	8.0	10
5	-∞	144	0	HYBRID	MGM	ONLINE	10	8.0	10
6	-∞	160	0	HYBRID	MGM	ONLINE	10	8.0	10
7	-∞	96	0	HYBRID	MGM	ONLINE	10	8.0	10
8	-∞	112	0	HYBRID	MGM	ONLINE	10	8.0	10
9	-∞	144	0	HYBRID	MGM	ONLINE	10	8.0	10
10	-∞	112	0	HYBRID	MGM	ONLINE	10	8.0	10
