Horizon	Eff_Quality	Eff_SwitchingCost	Eff_SolvingTime	PD_DCOP_Algorithm	DCOP_Algorithm	Dynamic	Agents	SwitchingCost	Horizon
-1	2665.86	0	0	REACT	DPOP	ONLINE	10	4.0	10
0	4706	80	400	REACT	DPOP	ONLINE	10	4.0	10
1	4886	40	350	REACT	DPOP	ONLINE	10	4.0	10
2	4988	72	350	REACT	DPOP	ONLINE	10	4.0	10
3	4968	24	330	REACT	DPOP	ONLINE	10	4.0	10
4	5076	72	340	REACT	DPOP	ONLINE	10	4.0	10
5	4968	8	350	REACT	DPOP	ONLINE	10	4.0	10
6	5058	0	370	REACT	DPOP	ONLINE	10	4.0	10
7	4796	32	340	REACT	DPOP	ONLINE	10	4.0	10
8	4880	48	320	REACT	DPOP	ONLINE	10	4.0	10
9	4812	40	350	REACT	DPOP	ONLINE	10	4.0	10
10	4948	40	310	REACT	DPOP	ONLINE	10	4.0	10
